 timearr      xearr      yearr      zearr     vxearr     vyearr     vzearr
 2447892.5000000000000000      30.2156342893791887     -14.6844719427979200      -4.1576848833758344       0.0181994950224665       0.0063211937827390      -0.0001885066389200
 2447893.5000000000000000      30.2336110077877791     -14.6780326468141809      -4.1578594248060554       0.0181389305996972       0.0066255572327834      -0.0001898351377785
 2447894.5000000000000000      30.2515250437556205     -14.6712927432023399      -4.1580339913124531       0.0180728111935529       0.0069284641977201      -0.0001911940255271
 2447895.5000000000000000      30.2693709548139900     -14.6642537480055104      -4.1582086164462151       0.0180012506630230       0.0072297771781397      -0.0001925797797732
 2447896.5000000000000000      30.2871434191995093     -14.6569173021435599      -4.1583833294553729       0.0179243761062217       0.0075293828927446      -0.0001939865591580
 2447897.5000000000000000      30.3048372461344009     -14.6492851450085197      -4.1585581529980722       0.0178423216633047       0.0078271965175867      -0.0001954063029326
 2447898.5000000000000000      30.3224473788944309     -14.6413590843898191      -4.1587331010601982       0.0177552202262334       0.0081231646110391      -0.0001968290513837
 2447899.5000000000000000      30.3399688884967809     -14.6331409647009192      -4.1589081773471017       0.0176631930471206       0.0084172653009030      -0.0001982435835233
 2447900.5000000000000000      30.3573969563795387     -14.6246326371227102      -4.1590833744957374       0.0175663384409670       0.0087095040044409      -0.0001996384134708
 2447901.5000000000000000      30.3747268463876985     -14.6158359367075796      -4.1592586744275613       0.0174647222324258       0.0089999037774110      -0.0002010030419439
 2447902.5000000000000000      30.3919538694513918     -14.6067526714537692      -4.1594340499681399       0.0173583731961469       0.0092884914164827      -0.0002023291835915
 2447903.5000000000000000      30.4090733471606001     -14.5973846260714506      -4.1596094675291360       0.0172472855586843       0.0095752826620100      -0.0002036116143718
 2447904.5000000000000000      30.4260805812472697     -14.5877335792329106      -4.1597848903338646       0.0171314279675510       0.0098602706691634      -0.0002048483959431
 2447905.5000000000000000      30.4429708340423097     -14.5778013294431297      -4.1599602815427312       0.0170107558211484       0.0101434205606950      -0.0002060404790589
 2447906.5000000000000000      30.4597393212960910     -14.5675897231240405      -4.1601356067604511       0.0168852230619128       0.0104246702623517      -0.0002071909156234
 2447907.5000000000000000      30.4763812152833111     -14.5571006794935194      -4.1603108356897822       0.0167547906433392       0.0107039356396754      -0.0002083039867946
 2447908.5000000000000000      30.4928916542699717     -14.5463362092957205      -4.1604859429776528       0.0166194307921973       0.0109811172224928      -0.0002093844855497
 2447909.5000000000000000      30.5092657543675116     -14.5352984269660297      -4.1606609084728490       0.0164791277102776       0.0112561063274378      -0.0002104372615910
 2447910.5000000000000000      30.5254986208482606     -14.5239895575108608      -4.1608357171632724       0.0163338760280469       0.0115287893902653      -0.0002114670270360
 2447911.5000000000000000      30.5415853573479907     -14.5124119401151308      -4.1610103590256458       0.0161836783239327       0.0117990501774361      -0.0002124783627023
 2447912.5000000000000000      30.5575210725635209     -14.5005680305372504      -4.1611848289503799       0.0160285427398170       0.0120667700562181      -0.0002134758488324
 2447913.5000000000000000      30.5733008849362591     -14.4884604040386495      -4.1613591268274259       0.0158684814420292       0.0123318267377575      -0.0002144642445496
 2447914.5000000000000000      30.5889199264542988     -14.4760917601109398      -4.1615332578066031       0.0157035104772644       0.0125940920416325      -0.0002154486447993
 2447915.5000000000000000      30.6043733471795285     -14.4634649296422104      -4.1617072326741562       0.0155336514168603       0.0128534293870288      -0.0002164345428090
 2447916.5000000000000000      30.6196563223948317     -14.4505828843575603      -4.1618810682140976       0.0153589349507037       0.0131096919261582      -0.0002174277257333
 2447917.5000000000000000      30.6347640642299908     -14.4374487473511692      -4.1620547873572793       0.0151794061573426       0.0133627224164458      -0.0002184339471219
 2447918.5000000000000000      30.6496918390439710     -14.4240658024321107      -4.1622284188837257       0.0149951305323041       0.0136123558666052      -0.0002194583655713
 2447919.5000000000000000      30.6644349905782505     -14.4104374991893494      -4.1624019964685690       0.0148061991945328       0.0138584254656939      -0.0002205048147675
 2447920.5000000000000000      30.6789889671211604     -14.3965674506439996      -4.1625755569724037       0.0146127314034260       0.0141007712953623      -0.0002215750573290
 2447921.5000000000000000      30.6933493492219114     -14.3824594214409007      -4.1627491380579604       0.0144148729918902       0.0143392501855641      -0.0002226682209515
 2447922.5000000000000000      30.7075118736574986     -14.3681173065575507      -4.1629227754045521       0.0142127905291923       0.0145737444406220      -0.0002237805813894
 2447923.5000000000000000      30.7214724498733709     -14.3535451027002896      -4.1630964999071622       0.0140066623939454       0.0148041674928863      -0.0002249057479874
