,kboTIME,RA,DEC
1854,2435136.218933141,153.38979,24.51188
1855,2435137.2189608747,153.37314,24.52046
1856,2435138.218986931,153.35635,24.52902
1857,2435139.219011302,153.33943,24.53754
1858,2435140.2190339835,153.32238,24.54601
1859,2435141.21905497,153.30522,24.55445
1860,2435142.219074258,153.28795,24.56284
1861,2435143.2190918433,153.27056,24.57118
1862,2435144.2191077215,153.25308,24.57948
1863,2435145.219121889,153.23551,24.58772
1864,2435146.219134343,153.21785,24.59591
1865,2435147.219145078,153.2001,24.60404
1866,2435148.2191540916,153.18229,24.61211
1867,2435149.219161379,153.1644,24.62012
1868,2435150.219166938,153.14645,24.62807
1869,2435151.219170766,153.12845,24.63595
1870,2435152.219172859,153.1104,24.64375
1871,2435153.2191732167,153.09231,24.65149
1872,2435154.2191718374,153.07418,24.65916
1873,2435155.21916872,153.05602,24.66674
1874,2435156.2191638644,153.03784,24.67425
1875,2435157.219157272,153.01965,24.68167
1876,2435158.2191489437,153.00145,24.68901
1877,2435159.219138881,152.98325,24.69627
1878,2435160.219127088,152.96505,24.70343
1879,2435161.219113568,152.94687,24.7105
1880,2435162.219098326,152.92871,24.71748
1881,2435163.2190813683,152.91058,24.72436
1882,2435164.2190627027,152.89249,24.73115
1883,2435165.219042337,152.87444,24.73783
1884,2435166.219020281,152.85643,24.74441
1885,2435167.218996545,152.83849,24.75089
1886,2435168.2189711393,152.82061,24.75726
1887,2435169.218944075,152.8028,24.76352
1888,2435170.218915364,152.78506,24.76967
1889,2435171.218885017,152.76741,24.77572
1890,2435172.2188530467,152.74985,24.78164
1891,2435173.218819464,152.73238,24.78746
1892,2435174.21878428,152.71501,24.79316
1893,2435175.2187475073,152.69775,24.79874
1894,2435176.2187091564,152.6806,24.80421
1895,2435177.2186692394,152.66358,24.80955
1896,2435178.2186277686,152.64667,24.81478
1897,2435179.218584756,152.6299,24.81988
1898,2435180.218540214,152.61326,24.82485
1899,2435181.218494156,152.59676,24.82971
1900,2435182.2184465956,152.58042,24.83443
1901,2435183.2183975466,152.56422,24.83903
1902,2435184.218347024,152.54819,24.8435
1903,2435185.2182950433,152.53232,24.84783
1904,2435186.2182416194,152.51663,24.85204
1905,2435187.2181867696,152.50111,24.85611
1906,2435188.2181305108,152.48578,24.86004
1907,2435189.2180728614,152.47064,24.86385
1908,2435190.21801384,152.4557,24.86751
1909,2435191.2179534663,152.44095,24.87104
1910,2435192.2178917625,152.42642,24.87443
1911,2435193.2178287497,152.41209,24.87768
1912,2435194.217764451,152.39799,24.88079
1913,2435195.2176988893,152.3841,24.88376
1914,2435196.217632088,152.37045,24.88659
1915,2435197.21756407,152.35703,24.88927
1916,2435198.217494859,152.34385,24.89182
1917,2435199.217424478,152.3309,24.89423
1918,2435200.2173529495,152.31821,24.89649
1919,2435201.2172802966,152.30576,24.89861
1920,2435202.2172065414,152.29357,24.90059
1921,2435203.217131706,152.28163,24.90243
1922,2435204.217055813,152.26995,24.90412
1923,2435205.2169788843,152.25854,24.90568
1924,2435206.2169009424,152.2474,24.90709
1925,2435207.2168220095,152.23653,24.90836
1926,2435208.216742108,152.22594,24.90948
1927,2435209.216661262,152.21562,24.91047
1928,2435210.2165794927,152.20559,24.91131
1929,2435211.216496825,152.19584,24.912
1930,2435212.2164132823,152.18639,24.91256
1931,2435213.2163288887,152.17722,24.91297
1932,2435214.2162436685,152.16836,24.91324
1933,2435215.2161576473,152.15979,24.91336
1934,2435216.21607085,152.15153,24.91335
1935,2435217.2159833033,152.14358,24.91319
1936,2435218.2158950334,152.13593,24.91289
1937,2435219.2158060693,152.1286,24.91244
1938,2435220.2157164384,152.12159,24.91186
1939,2435221.21562617,152.11489,24.91114
1940,2435222.2155352933,152.10852,24.91027
1941,2435223.2154438384,152.10247,24.90927
1942,2435224.2153518344,152.09674,24.90812
1943,2435225.2152593103,152.09134,24.90684
1944,2435226.215166295,152.08627,24.90542
1945,2435227.215072816,152.08153,24.90387
1946,2435228.2149789003,152.07712,24.90218
1947,2435229.214884576,152.07304,24.90036
1948,2435230.2147898693,152.0693,24.89841
1949,2435231.2146948064,152.06589,24.89632
1950,2435232.2145994143,152.06281,24.89411
1951,2435233.2145037176,152.06007,24.89176
1952,2435234.2144077434,152.05767,24.88929
1953,2435235.2143115173,152.05561,24.88668
1954,2435236.214215065,152.05388,24.88395
1955,2435237.214118412,152.05249,24.8811
1956,2435238.214021585,152.05145,24.87812
1957,2435239.2139246096,152.05074,24.87501
1958,2435240.213827512,152.05038,24.87178
1959,2435241.213730319,152.05035,24.86843
1960,2435242.2136330567,152.05067,24.86496
1961,2435243.213535752,152.05133,24.86137
1962,2435244.2134384327,152.05234,24.85766
1963,2435245.213341126,152.05368,24.85384
1964,2435246.2132438608,152.05538,24.84989
1965,2435247.2131466647,152.05741,24.84583
1966,2435248.2130495673,152.05979,24.84166
1967,2435249.2129525985,152.06252,24.83738
1968,2435250.212855787,152.06558,24.83298
1969,2435251.212759163,152.06899,24.82848
1970,2435252.212662756,152.07275,24.82386
1971,2435253.2125665927,152.07684,24.81915
1972,2435254.2124707014,152.08127,24.81433
1973,2435255.2123751086,152.08604,24.8094
1974,2435256.2122798404,152.09115,24.80438
1975,2435257.212184922,152.09659,24.79926
1976,2435258.212090378,152.10236,24.79404
1977,2435259.2119962336,152.10846,24.78873
1978,2435260.211902512,152.11489,24.78332
1979,2435261.2118092375,152.12166,24.77782
1980,2435262.2117164335,152.12874,24.77223
1981,2435263.2116241236,152.13615,24.76655
1982,2435264.211532331,152.14389,24.76079
1983,2435265.2114410787,152.15194,24.75494
1984,2435266.2113503898,152.16031,24.749
1985,2435267.211260287,152.169,24.74299
1986,2435268.2111707935,152.17801,24.73689
1987,2435269.2110819328,152.18733,24.73071
1988,2435270.210993728,152.19696,24.72446
1989,2435271.2109062024,152.2069,24.71813
1990,2435272.2108193794,152.21715,24.71172
1991,2435273.210733283,152.2277,24.70525
1992,2435274.210647937,152.23856,24.6987
1993,2435275.210563366,152.24972,24.69208
1994,2435276.210479595,152.26117,24.6854
1995,2435277.2103966484,152.27293,24.67865
1996,2435278.210314551,152.28498,24.67184
1997,2435279.210233327,152.29731,24.66497
1998,2435280.2101529995,152.30994,24.65804
1999,2435281.2100735917,152.32285,24.65105
2000,2435282.2099951245,152.33604,24.64401
2001,2435283.2099176194,152.3495,24.63692
2002,2435284.2098410954,152.36324,24.62978
2003,2435285.2097655726,152.37725,24.62259
2004,2435286.209691068,152.39152,24.61535
2005,2435287.2096176012,152.40606,24.60807
2006,2435288.2095451895,152.42085,24.60075
2007,2435289.2094738497,152.4359,24.59339
2008,2435290.209403599,152.4512,24.58599
2009,2435291.2093344545,152.46675,24.57856
2010,2435292.209266432,152.48254,24.57109
2011,2435293.2091995487,152.49857,24.56359
2012,2435294.2091338197,152.51484,24.55605
2013,2435295.209069262,152.53134,24.54849
2014,2435296.2090058904,152.54807,24.54091
2015,2435297.2089437223,152.56503,24.53329
2016,2435298.208882773,152.58221,24.52566
2017,2435299.2088230583,152.59961,24.518
2018,2435300.208764595,152.61722,24.51033
2019,2435301.208707399,152.63505,24.50263
2020,2435302.2086514872,152.65308,24.49493
2021,2435303.2085968764,152.67132,24.48721
2022,2435304.208543583,152.68976,24.47947
2023,2435305.208491623,152.70839,24.47173
2024,2435306.208441013,152.72721,24.46398
2025,2435307.2083917684,152.74623,24.45623
2026,2435308.208343904,152.76542,24.44848
2027,2435309.208297434,152.78479,24.44072
2028,2435310.20825237,152.80433,24.43297
2029,2435311.208208724,152.82404,24.42523
2030,2435312.208166507,152.84391,24.41749
2031,2435313.208125729,152.86394,24.40976
2032,2435314.208086399,152.88412,24.40204
2033,2435315.2080485257,152.90445,24.39434
2034,2435316.2080121175,152.92492,24.38665
2035,2435317.207977183,152.94553,24.37897
2036,2435318.207943729,152.96627,24.37132
2037,2435319.207911764,152.98713,24.36369
2038,2435320.2078812937,153.00813,24.35608
2039,2435321.2078523254,153.02924,24.34849
2040,2435322.2078248663,153.05046,24.34094
2041,2435323.207798922,153.0718,24.33341
2042,2435324.2077744994,153.09324,24.32591
2043,2435325.2077516043,153.11478,24.31845
2044,2435326.207730244,153.13641,24.31101
2045,2435327.2077104244,153.15814,24.30362
2046,2435328.207692152,153.17996,24.29626
2047,2435329.2076754333,153.20185,24.28894
2048,2435330.207660275,153.22383,24.28167
2049,2435331.2076466843,153.24587,24.27444
2050,2435332.2076346665,153.26798,24.26725
2051,2435333.207624228,153.29016,24.26012
2052,2435334.2076153746,153.31239,24.25303
2053,2435335.2076081103,153.33468,24.246
2054,2435336.2076024394,153.35701,24.23902
2055,2435337.207598364,153.37938,24.23209
2056,2435338.207595886,153.40179,24.22523
2057,2435339.207595006,153.42422,24.21843
2058,2435340.207595724,153.44668,24.21169
2059,2435341.2075980385,153.46916,24.20502
2060,2435342.2076019477,153.49165,24.19841
2061,2435343.20760745,153.51415,24.19187
2062,2435344.207614542,153.53664,24.1854
2063,2435345.207623221,153.55914,24.17901
2064,2435346.2076334837,153.58162,24.17269
2065,2435347.207645326,153.6041,24.16644
2066,2435348.207658744,153.62655,24.16027
2067,2435349.2076737336,153.64898,24.15419
2068,2435350.2076902906,153.67138,24.14818
2069,2435351.2077084095,153.69374,24.14225
2070,2435352.207728086,153.71607,24.13641
2071,2435353.207749315,153.73835,24.13066
2072,2435354.2077720924,153.76059,24.12499
2073,2435355.2077964135,153.78277,24.11941
2074,2435356.2078222735,153.80489,24.11392
2075,2435357.207849668,153.82695,24.10852
2076,2435358.2078785924,153.84894,24.10321
2077,2435359.207909042,153.87086,24.098
2078,2435360.207941011,153.8927,24.09289
2079,2435361.2079744944,153.91445,24.08788
2080,2435362.208009485,153.93612,24.08296
2081,2435363.2080459762,153.95769,24.07815
2082,2435364.208083959,153.97916,24.07345
2083,2435365.208123424,154.00052,24.06885
2084,2435366.2081643613,154.02178,24.06436
2085,2435367.2082067593,154.04291,24.05997
2086,2435368.2082506055,154.06392,24.0557
2087,2435369.208295888,154.08481,24.05154
2088,2435370.208342592,154.10556,24.04749
2089,2435371.2083907053,154.12617,24.04356
2090,2435372.2084402116,154.14664,24.03975
2091,2435373.2084910977,154.16696,24.03605
2092,2435374.2085433477,154.18712,24.03247
2093,2435375.2085969467,154.20713,24.02901
2094,2435376.208651879,154.22697,24.02567
2095,2435377.2087081284,154.24665,24.02245
2096,2435378.2087656795,154.26615,24.01936
2097,2435379.2088245163,154.28548,24.01639
2098,2435380.208884622,154.30462,24.01354
2099,2435381.208945981,154.32358,24.01082
2100,2435382.2090085777,154.34234,24.00823
2101,2435383.209072396,154.36092,24.00576
2102,2435384.20913742,154.37929,24.00343
2103,2435385.2092036344,154.39746,24.00122
2104,2435386.209271024,154.41543,23.99914
2105,2435387.2093395717,154.43318,23.9972
2106,2435388.209409261,154.45071,23.99539
2107,2435389.209480076,154.46802,23.99371
2108,2435390.209551997,154.48511,23.99217
2109,2435391.209625006,154.50197,23.99076
2110,2435392.209699083,154.51859,23.98949
2111,2435393.209774207,154.53497,23.98836
2112,2435394.209850356,154.5511,23.98737
2113,2435395.2099275077,154.56699,23.98651
2114,2435396.2100056396,154.58262,23.9858
2115,2435397.2100847275,154.59799,23.98523
2116,2435398.210164747,154.6131,23.9848
2117,2435399.2102456745,154.62795,23.98451
2118,2435400.210327484,154.64252,23.98436
2119,2435401.210410151,154.65682,23.98435
2120,2435402.2104936503,154.67084,23.98449
2121,2435403.2105779564,154.68458,23.98477
2122,2435404.210663044,154.69804,23.98519
2123,2435405.210748887,154.7112,23.98575
2124,2435406.21083546,154.72408,23.98646
2125,2435407.210922737,154.73666,23.98731
2126,2435408.2110106936,154.74894,23.9883
2127,2435409.211099303,154.76093,23.98944
2128,2435410.211188541,154.77261,23.99071
2129,2435411.2112783827,154.78398,23.99213
2130,2435412.2113688034,154.79505,23.9937
2131,2435413.211459779,154.8058,23.9954
2132,2435414.2115512853,154.81624,23.99725
2133,2435415.2116432977,154.82637,23.99924
2134,2435416.21173579,154.83618,24.00137
2135,2435417.211828738,154.84566,24.00365
2136,2435418.2119221133,154.85482,24.00606
2137,2435419.2120158896,154.86365,24.00862
2138,2435420.2121100384,154.87214,24.01132
2139,2435421.2122045304,154.88031,24.01417
2140,2435422.212299336,154.88814,24.01715
2141,2435423.2123944256,154.89563,24.02027
2142,2435424.212489769,154.90277,24.02354
2143,2435425.212585334,154.90958,24.02694
2144,2435426.212681092,154.91604,24.03048
2145,2435427.2127770097,154.92215,24.03416
2146,2435428.2128730575,154.92791,24.03798
2147,2435429.212969203,154.93333,24.04193
2148,2435430.213065416,154.93839,24.04602
2149,2435431.213161665,154.9431,24.05024
2150,2435432.2132579195,154.94746,24.0546
2151,2435433.2133541484,154.95146,24.05908
2152,2435434.2134503215,154.95511,24.06369
2153,2435435.2135464083,154.95841,24.06844
2154,2435436.2136423793,154.96134,24.07331
2155,2435437.2137382044,154.96393,24.07831
2156,2435438.2138338555,154.96615,24.08343
2157,2435439.213929304,154.96803,24.08867
2158,2435440.2140245214,154.96954,24.09404
2159,2435441.2141194805,154.9707,24.09952
2160,2435442.2142141545,154.97151,24.10513
2161,2435443.214308515,154.97195,24.11085
2162,2435444.214402535,154.97205,24.11669
2163,2435445.2144961855,154.97178,24.12265
2164,2435446.214589438,154.97116,24.12872
2165,2435447.214682262,154.97019,24.1349
2166,2435448.2147746272,154.96885,24.1412
2167,2435449.214866504,154.96717,24.1476
2168,2435450.214957861,154.96512,24.15411
2169,2435451.215048668,154.96273,24.16072
2170,2435452.2151388936,154.95997,24.16744
2171,2435453.215228507,154.95687,24.17426
2172,2435454.215317477,154.95342,24.18118
2173,2435455.215405774,154.94961,24.1882
2174,2435456.215493367,154.94546,24.19531
2175,2435457.2155802264,154.94096,24.20252
2176,2435458.215666323,154.93611,24.20981
2177,2435459.215751627,154.93093,24.2172
2178,2435460.2158361105,154.9254,24.22467
2179,2435461.2159197447,154.91954,24.23222
2180,2435462.2160025025,154.91334,24.23985
2181,2435463.2160843564,154.90681,24.24756
2182,2435464.2161652804,154.89995,24.25535
2183,2435465.216245249,154.89276,24.26321
2184,2435466.216324237,154.88526,24.27114
2185,2435467.216402221,154.87743,24.27914
2186,2435468.2164791767,154.86929,24.28721
2187,2435469.2165550822,154.86083,24.29534
2188,2435470.216629915,154.85207,24.30353
2189,2435471.2167036524,154.843,24.31178
2190,2435472.2167762727,154.83362,24.32008
2191,2435473.2168477527,154.82395,24.32844
2192,2435474.2169180694,154.81397,24.33685
2193,2435475.2169871996,154.80371,24.34531
2194,2435476.217055119,154.79315,24.35382
2195,2435477.2171218046,154.78231,24.36237
2196,2435478.2171872323,154.77118,24.37096
2197,2435479.217251379,154.75978,24.37959
2198,2435480.217314222,154.7481,24.38825
2199,2435481.217375738,154.73615,24.39695
2200,2435482.217435906,154.72394,24.40567
2201,2435483.217494704,154.71146,24.41443
2202,2435484.217552111,154.69873,24.42321
2203,2435485.217608107,154.68574,24.432
2204,2435486.2176626716,154.67251,24.44082
2205,2435487.217715787,154.65904,24.44965
2206,2435488.217767434,154.64534,24.45849
2207,2435489.2178175966,154.6314,24.46734
2208,2435490.217866257,154.61725,24.47619
2209,2435491.2179134004,154.60287,24.48505
2210,2435492.2179590114,154.58828,24.49391
2211,2435493.218003077,154.57348,24.50276
2212,2435494.2180455844,154.55849,24.51161
2213,2435495.218086521,154.5433,24.52044
2214,2435496.2181258765,154.52792,24.52927
2215,2435497.2181636402,154.51236,24.53808
2216,2435498.218199802,154.49662,24.54687
2217,2435499.2182343532,154.48072,24.55564
2218,2435500.2182672834,154.46464,24.56439
2219,2435501.218298583,154.44841,24.57311
2220,2435502.2183282417,154.43202,24.58181
2221,2435503.2183562503,154.41549,24.59047
2222,2435504.218382598,154.39881,24.59911
2223,2435505.218407275,154.382,24.6077
2224,2435506.218430272,154.36505,24.61626
2225,2435507.218451579,154.34799,24.62477
2226,2435508.218471189,154.3308,24.63324
2227,2435509.2184890932,154.3135,24.64166
2228,2435510.2185052843,154.2961,24.65003
2229,2435511.2185197566,154.2786,24.65835
2230,2435512.2185325036,154.26101,24.66661
2231,2435513.218543521,154.24333,24.67482
2232,2435514.2185528046,154.22558,24.68296
2233,2435515.2185603506,154.20776,24.69103
2234,2435516.218566157,154.18987,24.69904
2235,2435517.218570222,154.17193,24.70698
2236,2435518.2185725463,154.15394,24.71485
2237,2435519.2185731293,154.13591,24.72264
2238,2435520.218571973,154.11784,24.73035
2239,2435521.2185690803,154.09975,24.73799
2240,2435522.218564454,154.08163,24.74554
2241,2435523.2185580987,154.0635,24.75301
2242,2435524.218550019,154.04537,24.76038
2243,2435525.218540221,154.02724,24.76767
2244,2435526.2185287103,154.00911,24.77487
2245,2435527.218515493,153.991,24.78198
2246,2435528.2185005755,153.9729,24.78899
2247,2435529.2184839635,153.95484,24.79591
2248,2435530.2184656626,153.9368,24.80272
2249,2435531.218445679,153.91881,24.80944
2250,2435532.218424019,153.90085,24.81605
2251,2435533.218400687,153.88295,24.82256
2252,2435534.2183756907,153.86511,24.82896
2253,2435535.218349036,153.84733,24.83525
2254,2435536.218320731,153.82962,24.84144
2255,2435537.2182907835,153.81199,24.84751
2256,2435538.218259202,153.79444,24.85346
2257,2435539.218225996,153.77698,24.8593
2258,2435540.218191176,153.75962,24.86503
2259,2435541.218154753,153.74236,24.87063
2260,2435542.218116738,153.72521,24.87611
2261,2435543.2180771437,153.70818,24.88147
2262,2435544.218035983,153.69127,24.8867
2263,2435545.21799327,153.67449,24.89181
2264,2435546.21794902,153.65784,24.89679
2265,2435547.217903249,153.64134,24.90164
2266,2435548.217855973,153.62499,24.90636
2267,2435549.217807211,153.6088,24.91095
2268,2435550.2177569796,153.59276,24.91541
2269,2435551.2177052987,153.57689,24.91973
2270,2435552.217652187,153.5612,24.92392
2271,2435553.217597665,153.54568,24.92797
2272,2435554.2175417505,153.53035,24.93189
2273,2435555.217484464,153.5152,24.93567
2274,2435556.217425824,153.50025,24.93931
2275,2435557.2173658507,153.4855,24.94281
2276,2435558.217304562,153.47095,24.94618
2277,2435559.2172419764,153.45661,24.9494
2278,2435560.217178113,153.44248,24.95249
2279,2435561.2171129896,153.42857,24.95544
2280,2435562.2170466254,153.41488,24.95824
2281,2435563.2169790394,153.40141,24.9609
2282,2435564.2169102514,153.38818,24.96342
2283,2435565.216840281,153.37518,24.9658
2284,2435566.2167691495,153.36243,24.96804
2285,2435567.2166968775,153.34992,24.97012
2286,2435568.2166234865,153.33765,24.97207
2287,2435569.216548999,153.32565,24.97387
2288,2435570.216473437,153.3139,24.97552
2289,2435571.216396824,153.30242,24.97703
2290,2435572.2163191843,153.2912,24.9784
2291,2435573.216240542,153.28025,24.97961
2292,2435574.2161609223,153.26959,24.98068
2293,2435575.2160803517,153.2592,24.98161
2294,2435576.215998856,153.24909,24.98238
2295,2435577.2159164627,153.23928,24.98302
2296,2435578.215833199,153.22975,24.9835
2297,2435579.2157490933,153.22052,24.98384
2298,2435580.2156641725,153.21159,24.98404
2299,2435581.2155784643,153.20296,24.98409
2300,2435582.2154919957,153.19463,24.984
2301,2435583.215404794,153.1866,24.98377
2302,2435584.2153168847,153.17889,24.98339
2303,2435585.215228294,153.17148,24.98287
2304,2435586.2151390477,153.16438,24.98221
2305,2435587.2150491704,153.1576,24.98141
2306,2435588.2149586873,153.15114,24.98047
2307,2435589.2148676235,153.14499,24.97939
2308,2435590.2147760033,153.13916,24.97817
2309,2435591.2146838526,153.13365,24.97681
2310,2435592.2145911963,153.12847,24.97532
2311,2435593.21449806,153.12361,24.97368
2312,2435594.214404469,153.11908,24.97192
2313,2435595.21431045,153.11488,24.97001
2314,2435596.2142160297,153.11101,24.96797
2315,2435597.214121234,153.10747,24.9658
2316,2435598.214026091,153.10426,24.96349
2317,2435599.2139306273,153.1014,24.96105
2318,2435600.2138348706,153.09887,24.95848
2319,2435601.21373885,153.09667,24.95577
2320,2435602.213642593,153.09482,24.95294
2321,2435603.21354613,153.09331,24.94998
2322,2435604.2134494903,153.09214,24.94689
2323,2435605.213352703,153.09132,24.94367
2324,2435606.213255799,153.09083,24.94033
2325,2435607.2131588077,153.09069,24.93687
2326,2435608.2130617583,153.0909,24.93328
2327,2435609.21296468,153.09144,24.92957
2328,2435610.2128676004,153.09233,24.92575
2329,2435611.2127705473,153.09356,24.9218
2330,2435612.2126735477,153.09514,24.91774
2331,2435613.212576627,153.09705,24.91357
2332,2435614.212479811,153.09931,24.90928
2333,2435615.212383126,153.1019,24.90489
2334,2435616.2122865957,153.10483,24.90038
2335,2435617.2121902457,153.1081,24.89576
2336,2435618.2120941007,153.11171,24.89104
2337,2435619.211998185,153.11566,24.88621
2338,2435620.211902524,153.11994,24.88127
2339,2435621.211807142,153.12455,24.87624
2340,2435622.2117120638,153.1295,24.8711
2341,2435623.2116173143,153.13478,24.86586
2342,2435624.211522919,153.14039,24.86052
2343,2435625.211428903,153.14634,24.85509
2344,2435626.211335292,153.15262,24.84956
2345,2435627.2112421114,153.15922,24.84393
2346,2435628.211149387,153.16615,24.83821
2347,2435629.2110571447,153.17341,24.83241
2348,2435630.2109654113,153.181,24.82651
2349,2435631.210874213,153.1889,24.82052
2350,2435632.2107835766,153.19714,24.81445
2351,2435633.210693529,153.20569,24.8083
2352,2435634.210604097,153.21456,24.80206
2353,2435635.210515307,153.22374,24.79575
2354,2435636.210427184,153.23324,24.78936
2355,2435637.2103397534,153.24305,24.78289
2356,2435638.2102530384,153.25316,24.77635
2357,2435639.210167062,153.26359,24.76974
2358,2435640.2100818465,153.27431,24.76305
2359,2435641.2099974127,153.28533,24.75631
2360,2435642.2099137814,153.29665,24.74949
2361,2435643.2098309738,153.30826,24.74261
2362,2435644.2097490095,153.32016,24.73568
2363,2435645.209667908,153.33235,24.72868
2364,2435646.2095876895,153.34482,24.72162
2365,2435647.2095083734,153.35757,24.71451
2366,2435648.209429979,153.3706,24.70734
2367,2435649.2093525254,153.38391,24.70012
2368,2435650.209276032,153.39749,24.69285
2369,2435651.209200519,153.41134,24.68554
2370,2435652.209126005,153.42545,24.67817
2371,2435653.209052509,153.43983,24.67076
2372,2435654.2089800513,153.45447,24.66331
2373,2435655.208908651,153.46937,24.65581
2374,2435656.208838328,153.48452,24.64828
2375,2435657.208769101,153.49993,24.64071
2376,2435658.208700991,153.51558,24.6331
2377,2435659.2086340166,153.53148,24.62546
2378,2435660.2085681986,153.54761,24.61779
2379,2435661.2085035564,153.56399,24.61009
2380,2435662.2084401096,153.5806,24.60236
2381,2435663.2083778763,153.59743,24.59461
2382,2435664.2083168756,153.61449,24.58684
2383,2435665.2082571234,153.63178,24.57905
2384,2435666.208198636,153.64927,24.57124
2385,2435667.208141427,153.66698,24.56342
2386,2435668.2080855113,153.6849,24.55558
2387,2435669.2080309014,153.70302,24.54773
2388,2435670.20797761,153.72133,24.53988
2389,2435671.2079256494,153.73984,24.53201
2390,2435672.2078750315,153.75854,24.52415
2391,2435673.2078257673,153.77742,24.51628
2392,2435674.2077778685,153.79648,24.50841
2393,2435675.2077313457,153.81572,24.50054
2394,2435676.2076862105,153.83513,24.49267
2395,2435677.2076424737,153.8547,24.48481
2396,2435678.2076001456,153.87444,24.47696
2397,2435679.2075592373,153.89434,24.46911
2398,2435680.207519759,153.91439,24.46128
2399,2435681.2074817214,153.93459,24.45345
2400,2435682.2074451353,153.95494,24.44565
2401,2435683.207410011,153.97543,24.43786
2402,2435684.2073763586,153.99606,24.43009
2403,2435685.2073441893,154.01682,24.42234
2404,2435686.2073135134,154.03771,24.41461
2405,2435687.207284341,154.05873,24.40691
2406,2435688.2072566827,154.07986,24.39923
2407,2435689.207230548,154.10111,24.39158
2408,2435690.2072059466,154.12246,24.38397
2409,2435691.207182887,154.14392,24.37639
2410,2435692.207161377,154.16548,24.36885
2411,2435693.207141423,154.18713,24.36134
2412,2435694.207123031,154.20887,24.35388
2413,2435695.2071062042,154.23069,24.34646
2414,2435696.2070909464,154.25259,24.33908
2415,2435697.20707726,154.27455,24.33175
2416,2435698.2070651473,154.29659,24.32447
2417,2435699.20705461,154.31868,24.31725
2418,2435700.207045649,154.34083,24.31007
2419,2435701.207038266,154.36303,24.30295
2420,2435702.2070324617,154.38527,24.29588
2421,2435703.2070282362,154.40756,24.28888
2422,2435704.2070255904,154.42988,24.28193
2423,2435705.207024525,154.45223,24.27505
2424,2435706.207025039,154.47461,24.26823
2425,2435707.2070271336,154.497,24.26147
2426,2435708.207030808,154.51942,24.25478
2427,2435709.2070360626,154.54184,24.24816
2428,2435710.207042897,154.56427,24.24162
2429,2435711.207051311,154.5867,24.23514
2430,2435712.2070613042,154.60913,24.22874
2431,2435713.207072877,154.63155,24.22241
2432,2435714.207086027,154.65396,24.21617
2433,2435715.2071007555,154.67635,24.21
2434,2435716.20711706,154.69871,24.20391
2435,2435717.20713494,154.72104,24.19791
2436,2435718.2071543927,154.74334,24.192
2437,2435719.2071754155,154.7656,24.18617
2438,2435720.2071980033,154.78781,24.18043
2439,2435721.207222152,154.80997,24.17479
2440,2435722.2072478547,154.83208,24.16924
2441,2435723.2072751033,154.85411,24.16378
2442,2435724.2073038905,154.87608,24.15842
2443,2435725.2073342064,154.89798,24.15316
2444,2435726.2073660414,154.91979,24.148
2445,2435727.207399386,154.94152,24.14294
2446,2435728.2074342296,154.96316,24.13799
2447,2435729.2074705623,154.9847,24.13314
2448,2435730.2075083726,155.00614,24.12839
2449,2435731.20754765,155.02748,24.12376
2450,2435732.207588384,155.04871,24.11923
2451,2435733.2076305626,155.06982,24.11481
2452,2435734.207674175,155.09081,24.11051
2453,2435735.207719209,155.11167,24.10632
2454,2435736.207765654,155.13241,24.10224
2455,2435737.2078134986,155.15301,24.09827
2456,2435738.2078627306,155.17347,24.09443
2457,2435739.207913338,155.19379,24.0907
2458,2435740.20796531,155.21396,24.08709
2459,2435741.2080186345,155.23398,24.0836
2460,2435742.2080732994,155.25384,24.08023
2461,2435743.2081292924,155.27353,24.07699
2462,2435744.2081866004,155.29306,24.07387
2463,2435745.2082452103,155.31242,24.07088
2464,2435746.208305108,155.3316,24.06801
2465,2435747.208366278,155.35059,24.06528
2466,2435748.2084287046,155.3694,24.06267
2467,2435749.208492371,155.38801,24.0602
2468,2435750.208557258,155.40642,24.05785
2469,2435751.208623347,155.42463,24.05564
2470,2435752.2086906177,155.44263,24.05357
2471,2435753.2087590504,155.46042,24.05163
2472,2435754.208828623,155.47799,24.04983
2473,2435755.2088993154,155.49533,24.04816
2474,2435756.2089711055,155.51245,24.04663
2475,2435757.209043972,155.52934,24.04524
2476,2435758.2091178936,155.54599,24.04399
2477,2435759.209192848,155.5624,24.04287
2478,2435760.209268813,155.57857,24.0419
2479,2435761.2093457677,155.59449,24.04107
2480,2435762.209423689,155.61016,24.04038
2481,2435763.2095025564,155.62557,24.03983
2482,2435764.209582347,155.64073,24.03942
2483,2435765.2096630386,155.65562,24.03915
2484,2435766.20974461,155.67025,24.03902
2485,2435767.209827039,155.68461,24.03904
2486,2435768.2099103043,155.69869,24.0392
2487,2435769.209994384,155.7125,24.0395
2488,2435770.2100792555,155.72603,24.03995
2489,2435771.2101648976,155.73928,24.04054
2490,2435772.210251286,155.75224,24.04128
2491,2435773.210338399,155.76491,24.04216
2492,2435774.2104262104,155.77728,24.04319
2493,2435775.2105146963,155.78935,24.04436
2494,2435776.2106038304,155.80113,24.04568
2495,2435777.2106935857,155.81259,24.04715
2496,2435778.210783934,155.82375,24.04876
2497,2435779.2108748485,155.8346,24.05052
2498,2435780.2109662993,155.84513,24.05242
2499,2435781.2110582567,155.85534,24.05447
2500,2435782.2111506923,155.86523,24.05666
2501,2435783.211243576,155.87479,24.059
2502,2435784.211336878,155.88403,24.06148
2503,2435785.2114305696,155.89294,24.06411
