,geocentricTime,RA,DEC
0,2433282.5,273.17182,-22.77545
1,2433283.5,273.20039,-22.77532
2,2433284.5,273.2289,-22.77518
3,2433285.5,273.25733,-22.77503
4,2433286.5,273.28569,-22.77487
5,2433287.5,273.31396,-22.77471
6,2433288.5,273.34214,-22.77453
7,2433289.5,273.37023,-22.77435
8,2433290.5,273.39821,-22.77417
9,2433291.5,273.42608,-22.77398
10,2433292.5,273.45384,-22.77378
11,2433293.5,273.48146,-22.77357
12,2433294.5,273.50896,-22.77336
13,2433295.5,273.53632,-22.77315
14,2433296.5,273.56353,-22.77292
15,2433297.5,273.59058,-22.7727
16,2433298.5,273.61748,-22.77246
17,2433299.5,273.64421,-22.77223
18,2433300.5,273.67076,-22.77198
19,2433301.5,273.69713,-22.77174
20,2433302.5,273.7233,-22.77149
21,2433303.5,273.74928,-22.77123
22,2433304.5,273.77506,-22.77098
23,2433305.5,273.80063,-22.77072
24,2433306.5,273.82598,-22.77046
25,2433307.5,273.8511,-22.77019
26,2433308.5,273.876,-22.76993
27,2433309.5,273.90067,-22.76966
28,2433310.5,273.92509,-22.76939
29,2433311.5,273.94926,-22.76912
30,2433312.5,273.97319,-22.76885
31,2433313.5,273.99685,-22.76858
32,2433314.5,274.02026,-22.76831
33,2433315.5,274.04339,-22.76804
34,2433316.5,274.06625,-22.76777
35,2433317.5,274.08884,-22.76751
36,2433318.5,274.11114,-22.76724
37,2433319.5,274.13315,-22.76698
38,2433320.5,274.15486,-22.76671
39,2433321.5,274.17628,-22.76645
40,2433322.5,274.19738,-22.7662
41,2433323.5,274.21818,-22.76594
42,2433324.5,274.23866,-22.76569
43,2433325.5,274.25882,-22.76544
44,2433326.5,274.27865,-22.76519
45,2433327.5,274.29814,-22.76495
46,2433328.5,274.3173,-22.76471
47,2433329.5,274.33611,-22.76448
48,2433330.5,274.35458,-22.76425
49,2433331.5,274.37269,-22.76403
50,2433332.5,274.39044,-22.76381
51,2433333.5,274.40783,-22.7636
52,2433334.5,274.42486,-22.7634
53,2433335.5,274.44151,-22.7632
54,2433336.5,274.45779,-22.76301
55,2433337.5,274.4737,-22.76283
56,2433338.5,274.48922,-22.76265
57,2433339.5,274.50436,-22.76249
58,2433340.5,274.51911,-22.76233
59,2433341.5,274.53348,-22.76218
60,2433342.5,274.54745,-22.76203
61,2433343.5,274.56102,-22.7619
62,2433344.5,274.5742,-22.76178
63,2433345.5,274.58698,-22.76166
64,2433346.5,274.59935,-22.76156
65,2433347.5,274.61132,-22.76147
66,2433348.5,274.62288,-22.76138
67,2433349.5,274.63403,-22.76131
68,2433350.5,274.64477,-22.76124
69,2433351.5,274.65508,-22.76119
70,2433352.5,274.66499,-22.76115
71,2433353.5,274.67446,-22.76112
72,2433354.5,274.68352,-22.76109
73,2433355.5,274.69215,-22.76109
74,2433356.5,274.70035,-22.76109
75,2433357.5,274.70811,-22.7611
76,2433358.5,274.71545,-22.76113
77,2433359.5,274.72236,-22.76117
78,2433360.5,274.72882,-22.76122
79,2433361.5,274.73486,-22.76129
80,2433362.5,274.74046,-22.76136
81,2433363.5,274.74562,-22.76146
82,2433364.5,274.75034,-22.76156
83,2433365.5,274.75463,-22.76168
84,2433366.5,274.75848,-22.76181
85,2433367.5,274.76189,-22.76195
86,2433368.5,274.76487,-22.76211
87,2433369.5,274.76741,-22.76229
88,2433370.5,274.76951,-22.76247
89,2433371.5,274.77118,-22.76267
90,2433372.5,274.77242,-22.76289
91,2433373.5,274.77322,-22.76312
92,2433374.5,274.77359,-22.76336
93,2433375.5,274.77353,-22.76362
94,2433376.5,274.77305,-22.76389
95,2433377.5,274.77213,-22.76417
96,2433378.5,274.77078,-22.76447
97,2433379.5,274.769,-22.76478
98,2433380.5,274.7668,-22.76511
99,2433381.5,274.76417,-22.76545
100,2433382.5,274.76112,-22.76581
101,2433383.5,274.75764,-22.76618
102,2433384.5,274.75374,-22.76656
103,2433385.5,274.74942,-22.76696
104,2433386.5,274.74468,-22.76737
105,2433387.5,274.73952,-22.7678
106,2433388.5,274.73395,-22.76824
107,2433389.5,274.72797,-22.76869
108,2433390.5,274.72159,-22.76916
109,2433391.5,274.71479,-22.76964
110,2433392.5,274.7076,-22.77014
111,2433393.5,274.70001,-22.77065
112,2433394.5,274.69202,-22.77117
113,2433395.5,274.68365,-22.77171
114,2433396.5,274.67489,-22.77226
115,2433397.5,274.66574,-22.77283
116,2433398.5,274.65622,-22.77341
117,2433399.5,274.64632,-22.774
118,2433400.5,274.63606,-22.7746
119,2433401.5,274.62543,-22.77522
120,2433402.5,274.61443,-22.77585
121,2433403.5,274.60309,-22.77649
122,2433404.5,274.59139,-22.77715
123,2433405.5,274.57934,-22.77781
124,2433406.5,274.56694,-22.77849
125,2433407.5,274.55421,-22.77918
126,2433408.5,274.54114,-22.77989
127,2433409.5,274.52773,-22.7806
128,2433410.5,274.514,-22.78132
129,2433411.5,274.49995,-22.78206
130,2433412.5,274.48558,-22.78281
131,2433413.5,274.47089,-22.78356
132,2433414.5,274.4559,-22.78433
133,2433415.5,274.44061,-22.78511
134,2433416.5,274.42502,-22.7859
135,2433417.5,274.40914,-22.7867
136,2433418.5,274.39298,-22.78751
137,2433419.5,274.37654,-22.78833
138,2433420.5,274.35983,-22.78916
139,2433421.5,274.34285,-22.78999
140,2433422.5,274.32561,-22.79084
141,2433423.5,274.30813,-22.7917
142,2433424.5,274.29039,-22.79256
143,2433425.5,274.27242,-22.79344
144,2433426.5,274.25422,-22.79432
145,2433427.5,274.2358,-22.79521
146,2433428.5,274.21716,-22.7961
147,2433429.5,274.19831,-22.79701
148,2433430.5,274.17925,-22.79792
149,2433431.5,274.16,-22.79884
150,2433432.5,274.14056,-22.79976
151,2433433.5,274.12093,-22.80069
152,2433434.5,274.10113,-22.80163
153,2433435.5,274.08115,-22.80257
154,2433436.5,274.06101,-22.80352
155,2433437.5,274.04071,-22.80447
156,2433438.5,274.02026,-22.80543
157,2433439.5,273.99967,-22.8064
158,2433440.5,273.97893,-22.80736
159,2433441.5,273.95807,-22.80834
160,2433442.5,273.93708,-22.80931
161,2433443.5,273.91598,-22.8103
162,2433444.5,273.89477,-22.81128
163,2433445.5,273.87346,-22.81227
164,2433446.5,273.85206,-22.81327
165,2433447.5,273.83058,-22.81426
166,2433448.5,273.80902,-22.81526
167,2433449.5,273.78739,-22.81627
168,2433450.5,273.76569,-22.81727
169,2433451.5,273.74395,-22.81828
170,2433452.5,273.72217,-22.81929
171,2433453.5,273.70035,-22.82031
172,2433454.5,273.6785,-22.82132
173,2433455.5,273.65663,-22.82234
174,2433456.5,273.63475,-22.82336
175,2433457.5,273.61286,-22.82438
176,2433458.5,273.59098,-22.8254
177,2433459.5,273.56911,-22.82642
178,2433460.5,273.54726,-22.82744
179,2433461.5,273.52543,-22.82846
180,2433462.5,273.50364,-22.82948
181,2433463.5,273.48188,-22.8305
182,2433464.5,273.46017,-22.83152
183,2433465.5,273.43852,-22.83255
184,2433466.5,273.41692,-22.83357
185,2433467.5,273.3954,-22.83459
186,2433468.5,273.37394,-22.83561
187,2433469.5,273.35257,-22.83662
188,2433470.5,273.33129,-22.83764
189,2433471.5,273.31011,-22.83866
190,2433472.5,273.28903,-22.83967
191,2433473.5,273.26807,-22.84069
192,2433474.5,273.24723,-22.8417
193,2433475.5,273.22652,-22.84271
194,2433476.5,273.20594,-22.84372
195,2433477.5,273.18551,-22.84473
196,2433478.5,273.16523,-22.84574
197,2433479.5,273.1451,-22.84674
198,2433480.5,273.12515,-22.84774
199,2433481.5,273.10537,-22.84874
200,2433482.5,273.08578,-22.84974
201,2433483.5,273.06637,-22.85073
202,2433484.5,273.04716,-22.85172
203,2433485.5,273.02815,-22.85271
204,2433486.5,273.00935,-22.8537
205,2433487.5,272.99076,-22.85468
206,2433488.5,272.9724,-22.85566
207,2433489.5,272.95426,-22.85663
208,2433490.5,272.93636,-22.8576
209,2433491.5,272.91869,-22.85857
210,2433492.5,272.90128,-22.85954
211,2433493.5,272.88411,-22.8605
212,2433494.5,272.86719,-22.86145
213,2433495.5,272.85054,-22.86241
214,2433496.5,272.83416,-22.86336
215,2433497.5,272.81805,-22.8643
216,2433498.5,272.80222,-22.86524
217,2433499.5,272.78667,-22.86618
218,2433500.5,272.77142,-22.86711
219,2433501.5,272.75646,-22.86804
220,2433502.5,272.74181,-22.86897
221,2433503.5,272.72747,-22.86989
222,2433504.5,272.71344,-22.87081
223,2433505.5,272.69973,-22.87172
224,2433506.5,272.68635,-22.87263
225,2433507.5,272.6733,-22.87353
226,2433508.5,272.66058,-22.87443
227,2433509.5,272.64821,-22.87533
228,2433510.5,272.63619,-22.87622
229,2433511.5,272.62451,-22.8771
230,2433512.5,272.6132,-22.87798
231,2433513.5,272.60224,-22.87886
232,2433514.5,272.59164,-22.87973
233,2433515.5,272.58141,-22.88059
234,2433516.5,272.57156,-22.88145
235,2433517.5,272.56207,-22.8823
236,2433518.5,272.55297,-22.88315
237,2433519.5,272.54424,-22.88399
238,2433520.5,272.53589,-22.88483
239,2433521.5,272.52794,-22.88566
240,2433522.5,272.52037,-22.88649
241,2433523.5,272.51319,-22.88731
242,2433524.5,272.50641,-22.88813
243,2433525.5,272.50002,-22.88893
244,2433526.5,272.49404,-22.88974
245,2433527.5,272.48846,-22.89054
246,2433528.5,272.48329,-22.89133
247,2433529.5,272.47852,-22.89212
248,2433530.5,272.47417,-22.8929
249,2433531.5,272.47024,-22.89368
250,2433532.5,272.46672,-22.89445
251,2433533.5,272.46363,-22.89521
252,2433534.5,272.46095,-22.89597
253,2433535.5,272.4587,-22.89672
254,2433536.5,272.45688,-22.89746
255,2433537.5,272.45549,-22.8982
256,2433538.5,272.45452,-22.89894
257,2433539.5,272.45399,-22.89966
258,2433540.5,272.45389,-22.90038
259,2433541.5,272.45422,-22.90109
260,2433542.5,272.45498,-22.9018
261,2433543.5,272.45618,-22.90249
262,2433544.5,272.45781,-22.90319
263,2433545.5,272.45987,-22.90387
264,2433546.5,272.46237,-22.90454
265,2433547.5,272.4653,-22.90521
266,2433548.5,272.46866,-22.90587
267,2433549.5,272.47245,-22.90653
268,2433550.5,272.47667,-22.90717
269,2433551.5,272.48132,-22.90781
270,2433552.5,272.4864,-22.90844
271,2433553.5,272.49192,-22.90907
272,2433554.5,272.49786,-22.90968
273,2433555.5,272.50424,-22.91029
274,2433556.5,272.51104,-22.91089
275,2433557.5,272.51827,-22.91148
276,2433558.5,272.52592,-22.91206
277,2433559.5,272.53401,-22.91264
278,2433560.5,272.54252,-22.91321
279,2433561.5,272.55145,-22.91377
280,2433562.5,272.56081,-22.91432
281,2433563.5,272.57059,-22.91486
282,2433564.5,272.58079,-22.91539
283,2433565.5,272.59141,-22.91592
284,2433566.5,272.60245,-22.91643
285,2433567.5,272.6139,-22.91694
286,2433568.5,272.62576,-22.91743
287,2433569.5,272.63803,-22.91792
288,2433570.5,272.65071,-22.91839
289,2433571.5,272.66378,-22.91886
290,2433572.5,272.67726,-22.91932
291,2433573.5,272.69113,-22.91976
292,2433574.5,272.7054,-22.9202
293,2433575.5,272.72005,-22.92063
294,2433576.5,272.73509,-22.92104
295,2433577.5,272.7505,-22.92145
296,2433578.5,272.7663,-22.92185
297,2433579.5,272.78247,-22.92223
298,2433580.5,272.79901,-22.92261
299,2433581.5,272.81592,-22.92297
300,2433582.5,272.83319,-22.92333
301,2433583.5,272.85082,-22.92367
302,2433584.5,272.8688,-22.924
303,2433585.5,272.88714,-22.92433
304,2433586.5,272.90583,-22.92464
305,2433587.5,272.92486,-22.92494
306,2433588.5,272.94423,-22.92523
307,2433589.5,272.96394,-22.92551
308,2433590.5,272.98398,-22.92578
309,2433591.5,273.00435,-22.92603
310,2433592.5,273.02504,-22.92628
311,2433593.5,273.04605,-22.92651
312,2433594.5,273.06737,-22.92673
313,2433595.5,273.08901,-22.92694
314,2433596.5,273.11094,-22.92714
315,2433597.5,273.13317,-22.92732
316,2433598.5,273.15569,-22.9275
317,2433599.5,273.1785,-22.92766
318,2433600.5,273.20158,-22.92781
319,2433601.5,273.22494,-22.92795
320,2433602.5,273.24856,-22.92807
321,2433603.5,273.27244,-22.92818
322,2433604.5,273.29658,-22.92829
323,2433605.5,273.32096,-22.92837
324,2433606.5,273.34559,-22.92845
325,2433607.5,273.37045,-22.92852
326,2433608.5,273.39554,-22.92857
327,2433609.5,273.42086,-22.92861
328,2433610.5,273.44639,-22.92864
329,2433611.5,273.47214,-22.92866
330,2433612.5,273.49809,-22.92867
331,2433613.5,273.52425,-22.92866
332,2433614.5,273.5506,-22.92865
333,2433615.5,273.57714,-22.92862
334,2433616.5,273.60386,-22.92858
335,2433617.5,273.63075,-22.92852
336,2433618.5,273.65782,-22.92846
337,2433619.5,273.68505,-22.92838
338,2433620.5,273.71244,-22.9283
339,2433621.5,273.73998,-22.9282
340,2433622.5,273.76766,-22.92809
341,2433623.5,273.79547,-22.92797
342,2433624.5,273.82342,-22.92783
343,2433625.5,273.85148,-22.92769
344,2433626.5,273.87966,-22.92753
345,2433627.5,273.90795,-22.92736
346,2433628.5,273.93633,-22.92718
347,2433629.5,273.96481,-22.927
348,2433630.5,273.99336,-22.9268
349,2433631.5,274.02199,-22.92658
350,2433632.5,274.05069,-22.92636
351,2433633.5,274.07945,-22.92613
352,2433634.5,274.10827,-22.92589
353,2433635.5,274.13713,-22.92564
354,2433636.5,274.16603,-22.92538
355,2433637.5,274.19497,-22.92511
356,2433638.5,274.22393,-22.92483
357,2433639.5,274.2529,-22.92455
358,2433640.5,274.2819,-22.92425
359,2433641.5,274.31089,-22.92395
360,2433642.5,274.33989,-22.92363
361,2433643.5,274.36888,-22.92331
362,2433644.5,274.39785,-22.92298
363,2433645.5,274.4268,-22.92265
364,2433646.5,274.45572,-22.9223
365,2433647.5,274.4846,-22.92195
366,2433648.5,274.51344,-22.92159
367,2433649.5,274.54224,-22.92123
368,2433650.5,274.57097,-22.92085
369,2433651.5,274.59964,-22.92047
370,2433652.5,274.62823,-22.92009
371,2433653.5,274.65674,-22.9197
372,2433654.5,274.68517,-22.9193
373,2433655.5,274.71349,-22.9189
374,2433656.5,274.74171,-22.91849
375,2433657.5,274.76982,-22.91807
376,2433658.5,274.79781,-22.91766
377,2433659.5,274.82568,-22.91724
378,2433660.5,274.85341,-22.91681
379,2433661.5,274.88099,-22.91638
380,2433662.5,274.90843,-22.91595
381,2433663.5,274.93572,-22.91552
382,2433664.5,274.96285,-22.91508
383,2433665.5,274.98981,-22.91464
384,2433666.5,275.01659,-22.9142
385,2433667.5,275.04319,-22.91376
386,2433668.5,275.06961,-22.91332
387,2433669.5,275.09584,-22.91288
388,2433670.5,275.12187,-22.91244
389,2433671.5,275.14769,-22.91199
390,2433672.5,275.1733,-22.91155
391,2433673.5,275.1987,-22.91111
392,2433674.5,275.22387,-22.91067
393,2433675.5,275.24881,-22.91023
394,2433676.5,275.27352,-22.90979
395,2433677.5,275.29799,-22.90935
396,2433678.5,275.32221,-22.90892
397,2433679.5,275.34617,-22.90849
398,2433680.5,275.36988,-22.90806
399,2433681.5,275.39331,-22.90763
400,2433682.5,275.41647,-22.90721
401,2433683.5,275.43936,-22.90679
402,2433684.5,275.46195,-22.90638
403,2433685.5,275.48425,-22.90597
404,2433686.5,275.50626,-22.90556
405,2433687.5,275.52796,-22.90516
406,2433688.5,275.54935,-22.90477
407,2433689.5,275.57042,-22.90439
408,2433690.5,275.59118,-22.90401
409,2433691.5,275.61162,-22.90364
410,2433692.5,275.63172,-22.90327
411,2433693.5,275.65149,-22.90292
412,2433694.5,275.67093,-22.90257
413,2433695.5,275.69002,-22.90223
414,2433696.5,275.70876,-22.9019
415,2433697.5,275.72716,-22.90158
416,2433698.5,275.7452,-22.90127
417,2433699.5,275.76289,-22.90096
418,2433700.5,275.78021,-22.90067
419,2433701.5,275.79717,-22.90039
420,2433702.5,275.81375,-22.90012
421,2433703.5,275.82997,-22.89986
422,2433704.5,275.84581,-22.89961
423,2433705.5,275.86126,-22.89937
424,2433706.5,275.87633,-22.89915
425,2433707.5,275.89101,-22.89893
426,2433708.5,275.9053,-22.89873
427,2433709.5,275.9192,-22.89854
428,2433710.5,275.93269,-22.89837
429,2433711.5,275.94577,-22.8982
430,2433712.5,275.95845,-22.89805
431,2433713.5,275.97072,-22.89792
432,2433714.5,275.98257,-22.8978
433,2433715.5,275.99401,-22.89769
434,2433716.5,276.00503,-22.8976
435,2433717.5,276.01563,-22.89752
436,2433718.5,276.02581,-22.89746
437,2433719.5,276.03556,-22.89741
438,2433720.5,276.04488,-22.89738
439,2433721.5,276.05378,-22.89736
440,2433722.5,276.06225,-22.89736
441,2433723.5,276.07029,-22.89738
442,2433724.5,276.0779,-22.89742
443,2433725.5,276.08508,-22.89746
444,2433726.5,276.09183,-22.89753
445,2433727.5,276.09814,-22.89761
446,2433728.5,276.10402,-22.89771
447,2433729.5,276.10947,-22.89783
448,2433730.5,276.11448,-22.89796
449,2433731.5,276.11905,-22.89811
450,2433732.5,276.12319,-22.89828
451,2433733.5,276.12689,-22.89847
452,2433734.5,276.13016,-22.89867
453,2433735.5,276.13298,-22.89889
454,2433736.5,276.13537,-22.89912
455,2433737.5,276.13732,-22.89938
456,2433738.5,276.13883,-22.89965
457,2433739.5,276.1399,-22.89994
458,2433740.5,276.14053,-22.90025
459,2433741.5,276.14072,-22.90057
460,2433742.5,276.14048,-22.90091
461,2433743.5,276.1398,-22.90127
462,2433744.5,276.13868,-22.90165
463,2433745.5,276.13713,-22.90205
464,2433746.5,276.13514,-22.90247
465,2433747.5,276.13273,-22.9029
466,2433748.5,276.12989,-22.90335
467,2433749.5,276.12662,-22.90382
468,2433750.5,276.12293,-22.90431
469,2433751.5,276.11882,-22.90481
470,2433752.5,276.11428,-22.90533
471,2433753.5,276.10934,-22.90587
472,2433754.5,276.10398,-22.90643
473,2433755.5,276.09821,-22.90701
474,2433756.5,276.09203,-22.9076
475,2433757.5,276.08545,-22.90821
476,2433758.5,276.07847,-22.90883
477,2433759.5,276.07109,-22.90947
478,2433760.5,276.06331,-22.91013
479,2433761.5,276.05514,-22.91081
480,2433762.5,276.04658,-22.9115
481,2433763.5,276.03764,-22.91221
482,2433764.5,276.02831,-22.91293
483,2433765.5,276.0186,-22.91367
484,2433766.5,276.00851,-22.91442
485,2433767.5,275.99805,-22.91519
486,2433768.5,275.98721,-22.91598
487,2433769.5,275.97602,-22.91678
488,2433770.5,275.96446,-22.91759
489,2433771.5,275.95254,-22.91842
490,2433772.5,275.94027,-22.91927
491,2433773.5,275.92765,-22.92013
492,2433774.5,275.91469,-22.921
493,2433775.5,275.9014,-22.92189
494,2433776.5,275.88777,-22.92279
495,2433777.5,275.87382,-22.9237
496,2433778.5,275.85955,-22.92463
497,2433779.5,275.84496,-22.92557
498,2433780.5,275.83006,-22.92653
499,2433781.5,275.81487,-22.92749
500,2433782.5,275.79937,-22.92847
501,2433783.5,275.78359,-22.92946
502,2433784.5,275.76752,-22.93046
503,2433785.5,275.75117,-22.93148
504,2433786.5,275.73455,-22.9325
505,2433787.5,275.71766,-22.93353
506,2433788.5,275.70051,-22.93458
507,2433789.5,275.6831,-22.93563
508,2433790.5,275.66545,-22.93669
509,2433791.5,275.64755,-22.93776
510,2433792.5,275.62941,-22.93884
511,2433793.5,275.61104,-22.93993
512,2433794.5,275.59244,-22.94103
513,2433795.5,275.57362,-22.94214
514,2433796.5,275.55459,-22.94325
515,2433797.5,275.53535,-22.94438
516,2433798.5,275.51591,-22.94551
517,2433799.5,275.49628,-22.94664
518,2433800.5,275.47646,-22.94779
519,2433801.5,275.45646,-22.94894
520,2433802.5,275.4363,-22.9501
521,2433803.5,275.41597,-22.95126
522,2433804.5,275.39549,-22.95243
523,2433805.5,275.37486,-22.9536
524,2433806.5,275.35409,-22.95478
525,2433807.5,275.33318,-22.95597
526,2433808.5,275.31216,-22.95716
527,2433809.5,275.29101,-22.95835
528,2433810.5,275.26976,-22.95955
529,2433811.5,275.24841,-22.96075
530,2433812.5,275.22697,-22.96195
531,2433813.5,275.20544,-22.96315
532,2433814.5,275.18383,-22.96436
533,2433815.5,275.16215,-22.96557
534,2433816.5,275.14041,-22.96678
535,2433817.5,275.11861,-22.968
536,2433818.5,275.09676,-22.96921
537,2433819.5,275.07487,-22.97043
538,2433820.5,275.05294,-22.97164
539,2433821.5,275.03098,-22.97286
540,2433822.5,275.009,-22.97408
541,2433823.5,274.98701,-22.97529
542,2433824.5,274.96501,-22.97651
543,2433825.5,274.94302,-22.97773
544,2433826.5,274.92103,-22.97894
545,2433827.5,274.89907,-22.98016
546,2433828.5,274.87712,-22.98137
547,2433829.5,274.85522,-22.98259
548,2433830.5,274.83335,-22.9838
549,2433831.5,274.81154,-22.98501
550,2433832.5,274.78978,-22.98622
551,2433833.5,274.76809,-22.98743
552,2433834.5,274.74647,-22.98863
553,2433835.5,274.72494,-22.98983
554,2433836.5,274.7035,-22.99103
555,2433837.5,274.68215,-22.99222
556,2433838.5,274.66092,-22.99341
557,2433839.5,274.63979,-22.9946
558,2433840.5,274.61879,-22.99578
559,2433841.5,274.59792,-22.99696
560,2433842.5,274.57718,-22.99814
561,2433843.5,274.55658,-22.99931
562,2433844.5,274.53614,-23.00047
563,2433845.5,274.51585,-23.00163
564,2433846.5,274.49572,-23.00279
565,2433847.5,274.47576,-23.00394
566,2433848.5,274.45597,-23.00508
567,2433849.5,274.43637,-23.00622
568,2433850.5,274.41695,-23.00736
569,2433851.5,274.39773,-23.00848
570,2433852.5,274.37871,-23.00961
571,2433853.5,274.3599,-23.01072
572,2433854.5,274.3413,-23.01183
573,2433855.5,274.32293,-23.01294
574,2433856.5,274.30479,-23.01403
575,2433857.5,274.28688,-23.01513
576,2433858.5,274.26922,-23.01621
577,2433859.5,274.25181,-23.01729
578,2433860.5,274.23465,-23.01836
579,2433861.5,274.21776,-23.01943
580,2433862.5,274.20114,-23.02048
581,2433863.5,274.18479,-23.02153
582,2433864.5,274.16873,-23.02258
583,2433865.5,274.15295,-23.02361
584,2433866.5,274.13747,-23.02464
585,2433867.5,274.12229,-23.02566
586,2433868.5,274.10742,-23.02667
587,2433869.5,274.09285,-23.02767
588,2433870.5,274.0786,-23.02867
589,2433871.5,274.06468,-23.02965
590,2433872.5,274.05107,-23.03063
591,2433873.5,274.0378,-23.0316
592,2433874.5,274.02486,-23.03256
593,2433875.5,274.01225,-23.03351
594,2433876.5,273.99999,-23.03446
595,2433877.5,273.98808,-23.03539
596,2433878.5,273.97651,-23.03632
597,2433879.5,273.9653,-23.03724
598,2433880.5,273.95445,-23.03815
599,2433881.5,273.94396,-23.03905
600,2433882.5,273.93384,-23.03994
601,2433883.5,273.92409,-23.04082
602,2433884.5,273.91472,-23.04169
603,2433885.5,273.90573,-23.04256
604,2433886.5,273.89713,-23.04342
605,2433887.5,273.88891,-23.04426
606,2433888.5,273.88109,-23.0451
607,2433889.5,273.87367,-23.04593
608,2433890.5,273.86664,-23.04675
609,2433891.5,273.86002,-23.04755
610,2433892.5,273.8538,-23.04835
611,2433893.5,273.84799,-23.04914
612,2433894.5,273.8426,-23.04992
613,2433895.5,273.83762,-23.05069
614,2433896.5,273.83305,-23.05145
615,2433897.5,273.82891,-23.0522
616,2433898.5,273.82519,-23.05294
617,2433899.5,273.82188,-23.05366
618,2433900.5,273.819,-23.05438
619,2433901.5,273.81655,-23.05509
620,2433902.5,273.81452,-23.05578
621,2433903.5,273.81291,-23.05647
622,2433904.5,273.81174,-23.05715
623,2433905.5,273.81099,-23.05781
624,2433906.5,273.81067,-23.05847
625,2433907.5,273.81078,-23.05911
626,2433908.5,273.81132,-23.05974
627,2433909.5,273.8123,-23.06037
628,2433910.5,273.81371,-23.06098
629,2433911.5,273.81555,-23.06158
630,2433912.5,273.81783,-23.06217
631,2433913.5,273.82054,-23.06275
632,2433914.5,273.8237,-23.06332
633,2433915.5,273.82729,-23.06388
634,2433916.5,273.83131,-23.06443
635,2433917.5,273.83578,-23.06496
636,2433918.5,273.84068,-23.06549
637,2433919.5,273.84602,-23.066
638,2433920.5,273.8518,-23.0665
639,2433921.5,273.85801,-23.06699
640,2433922.5,273.86466,-23.06747
641,2433923.5,273.87174,-23.06794
642,2433924.5,273.87926,-23.06839
643,2433925.5,273.88721,-23.06883
644,2433926.5,273.89559,-23.06926
645,2433927.5,273.90439,-23.06968
646,2433928.5,273.91362,-23.07008
647,2433929.5,273.92327,-23.07048
648,2433930.5,273.93334,-23.07086
649,2433931.5,273.94383,-23.07123
650,2433932.5,273.95474,-23.07158
651,2433933.5,273.96606,-23.07192
652,2433934.5,273.97779,-23.07226
653,2433935.5,273.98993,-23.07258
654,2433936.5,274.00247,-23.07288
655,2433937.5,274.01542,-23.07318
656,2433938.5,274.02877,-23.07346
657,2433939.5,274.04252,-23.07373
658,2433940.5,274.05667,-23.07399
659,2433941.5,274.07121,-23.07423
660,2433942.5,274.08614,-23.07446
661,2433943.5,274.10146,-23.07468
662,2433944.5,274.11717,-23.07488
663,2433945.5,274.13326,-23.07508
664,2433946.5,274.14973,-23.07526
665,2433947.5,274.16657,-23.07542
666,2433948.5,274.18378,-23.07558
667,2433949.5,274.20136,-23.07571
668,2433950.5,274.21931,-23.07584
669,2433951.5,274.23761,-23.07595
670,2433952.5,274.25627,-23.07605
671,2433953.5,274.27528,-23.07614
672,2433954.5,274.29463,-23.07621
673,2433955.5,274.31432,-23.07627
674,2433956.5,274.33435,-23.07631
675,2433957.5,274.3547,-23.07634
676,2433958.5,274.37538,-23.07636
677,2433959.5,274.39637,-23.07636
678,2433960.5,274.41768,-23.07635
679,2433961.5,274.4393,-23.07633
680,2433962.5,274.46121,-23.07629
681,2433963.5,274.48343,-23.07624
682,2433964.5,274.50594,-23.07618
683,2433965.5,274.52873,-23.0761
684,2433966.5,274.55181,-23.07602
685,2433967.5,274.57517,-23.07591
686,2433968.5,274.59879,-23.0758
687,2433969.5,274.62269,-23.07567
688,2433970.5,274.64684,-23.07553
689,2433971.5,274.67125,-23.07537
690,2433972.5,274.69591,-23.0752
691,2433973.5,274.72082,-23.07502
692,2433974.5,274.74596,-23.07483
693,2433975.5,274.77134,-23.07462
694,2433976.5,274.79694,-23.0744
695,2433977.5,274.82277,-23.07417
696,2433978.5,274.8488,-23.07392
697,2433979.5,274.87505,-23.07366
698,2433980.5,274.90149,-23.07339
699,2433981.5,274.92813,-23.0731
700,2433982.5,274.95495,-23.0728
701,2433983.5,274.98195,-23.07249
702,2433984.5,275.00912,-23.07217
703,2433985.5,275.03645,-23.07183
704,2433986.5,275.06394,-23.07149
705,2433987.5,275.09158,-23.07113
706,2433988.5,275.11936,-23.07076
707,2433989.5,275.14728,-23.07038
708,2433990.5,275.17533,-23.06998
709,2433991.5,275.20349,-23.06958
710,2433992.5,275.23178,-23.06917
711,2433993.5,275.26017,-23.06874
712,2433994.5,275.28867,-23.06831
713,2433995.5,275.31726,-23.06786
714,2433996.5,275.34594,-23.0674
715,2433997.5,275.3747,-23.06694
716,2433998.5,275.40353,-23.06646
717,2433999.5,275.43244,-23.06598
718,2434000.5,275.46141,-23.06548
719,2434001.5,275.49043,-23.06498
720,2434002.5,275.5195,-23.06447
721,2434003.5,275.5486,-23.06395
722,2434004.5,275.57775,-23.06341
723,2434005.5,275.60691,-23.06288
724,2434006.5,275.6361,-23.06233
725,2434007.5,275.6653,-23.06177
726,2434008.5,275.69449,-23.06121
727,2434009.5,275.72369,-23.06064
728,2434010.5,275.75286,-23.06006
729,2434011.5,275.78202,-23.05948
730,2434012.5,275.81115,-23.05889
731,2434013.5,275.84024,-23.05829
732,2434014.5,275.86928,-23.05769
733,2434015.5,275.89828,-23.05708
734,2434016.5,275.92721,-23.05647
735,2434017.5,275.95608,-23.05586
