,Primary-Centric Time,deltaLat,deltaLon,Lat1,Lat2,Lat3,Lon1,Lon2,Lon3,X1,Y1,Z1,X2,Y2,Z2
0,2457139.7772793467,0.556,-0.136,28.958753352668108,28.958907672162283,28.958907797112552,179.99944119599246,179.999398094377,179.99939801983444,-45.85190794672508,0.00044719227371002503,25.37299439805913,-45.85183960701068,0.0004816843460476364,25.373117894729024
1,2457139.7977893325,0.56,-0.135,28.958652172964236,28.95880748594388,28.95880772851979,179.9993651545164,179.99932219906026,179.99932229587202,-45.85195487140385,0.000508046259490128,25.37291459969993,-45.85188609190184,0.000542421304802051,25.37303889154923
2,2457139.8401693036,0.555,-0.138,28.958548503811002,28.95870257662936,28.95870267047767,179.99929052293962,179.99924685250957,179.9992467119248,-45.852005157499484,0.0005677721135876724,25.372834059183432,-45.85193692735857,0.0006027192844423701,25.37295735870857
3,2457139.850429297,0.5529999999999999,-0.14,28.95840279383209,28.958556496577486,28.9585564049432,179.99851108016438,179.9984665561756,179.99846663426985,-45.852070731389965,0.001191537286211322,25.37271803849228,-45.85200266495033,0.001227166659353867,25.372841042036082
4,2457139.86067929,0.5539999999999999,-0.136,28.958299124951203,28.95845307217339,28.958453013840092,179.9984364486699,179.99839320373363,179.9983932727013,-45.85211769702649,0.0012512638843586537,25.372635661312824,-45.85204952252649,0.0012858696159360012,25.372758860629872
